ID,Country,Region,construction_period_start,construction_period_end,steel,copper,aluminum,unspecified_metal,metal_based,wood,paper_cardboard,straw,biomass_based,concrete,cement,aggregates,concrete_based,brick,mortar_plaster,mineral_fill,plaster_board_gypsum,brick_wall_based,Adobe,Asphalt,Bitumen,natural_stone,cement_asbestos,Clay,siding_unspecified,Ceramics,Glass,Plastics,Polystyrene,PVC,Lineoleum,Carpet,Heraklith,Mineral_wool,insulation_unspecified,other_unspecified_material,other_minerals,total_mi,building_description,no_floors,Occupation,building_type,measurement_type,urban_rural,floor_area_type,Authors,publication_year,publication_title,publication_outlet,copyright,DOI,URL,comment_scope,comment_conversion,comment_aggregation,comment_primary,comment_secondary,data_entry,global_region,climate_classification,equator_distance,heating_degree_days_0,heating_degree_days_1,cooling_degree_days_0,cooling_degree_days_1,country_land_area,population_0,Notes..population_0,population_1,urbanization_0,urbanization_1,gdp_0,gdp_1,hdi_0,hdi_1
97,China,NA,1980,2011,28,NA,NA,NA,28,34,NA,NA,34,NA,215,1216,1431,541,48,NA,NA,589,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2086,brick-concrete,NA,"residential, non-residential",NA,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2753.6375,2854.475,791.952525,860.3725,9326410,981235,NA,1337752,0.194,0.492,1690,10221,NULL,NULL
98,China,NA,1980,1990,43,NA,NA,NA,43,22,NA,NA,22,NA,320,1314,1634,319,28,NA,NA,347,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2050,concrete,NA,"residential, non-residential",NA,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 1990, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2753.6375,2502.97,791.952525,815.68,9326410,981235,NA,1135185,0.194,0.264,1690,2460,NULL,NULL
99,China,NA,1990,2011,80,NA,NA,NA,80,27,NA,NA,27,NA,418,1438,1856,234,28,NA,NA,262,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2229,concrete,NA,"residential, non-residential",NA,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1990, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2502.97,2854.475,815.68,860.3725,9326410,1135185,NA,1337752,0.264,0.492,2460,10221,NULL,NULL
101,China,NA,1950,2011,10,NA,NA,NA,10,107,NA,NA,107,NA,112,977,1089,855,18,NA,NA,873,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2079.25,brick-concrete,NA,NA,NA,NULL,rural,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2675.65,2854.475,928.400025,860.3725,9326410,546815,NA,1337752,0.118,0.492,757,10221,NULL,NULL
102,China,NA,1980,2011,21,NA,NA,NA,21,24,NA,NA,24,NA,172,1345,1517,705,32,NA,NA,737,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2303,brick-concrete,NA,NA,NA,NULL,rural,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2753.6375,2854.475,791.952525,860.3725,9326410,981235,NA,1337752,0.194,0.492,1690,10221,NULL,NULL
103,China,NA,1990,2011,75,NA,NA,NA,75,26,NA,NA,26,NA,238,1451,1689,16,33,NA,NA,49,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1843,concrete,NA,NA,NA,NULL,rural,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1990, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2502.97,2854.475,815.68,860.3725,9326410,1135185,NA,1337752,0.264,0.492,2460,10221,NULL,NULL
104,China,Beijing,2006,2006,23.4,NA,NA,NA,23.4,15.5,NA,NA,15.5,NA,148.1,1231.3,1379.4,364.3,NA,NA,NA,364.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1782.6,brick-concrete,NA,residential,"SFH, MFH",NULL,urban,NA,"Hu, Mingming; Van Der Voet, Ester; Huppes, Gjalt",2010,Dynamic Material Flow Analysis for Strategic Construction and Demolition Waste Management in Beijing,Journal of Industrial Ecology,Copyright Elsevier,10.1111/j.1530-9290.2010.00245.x,https://doi.org/10.1111/j.1530-9290.2010.00245.x,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2005, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Dwa,4438,NA,2502.815,NA,934.664975,9326410,NA,NA,1305116,0.425,0.492,NA,6937,NULL,NULL
105,China,Beijing,2006,2006,46.6,NA,NA,NA,46.6,14.9,NA,NA,14.9,NA,212.3,1291.2,1503.5,42.8,NA,NA,NA,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1607.8,concrete,NA,residential,MFH,NULL,urban,NA,"Hu, Mingming; Van Der Voet, Ester; Huppes, Gjalt",2010,Dynamic Material Flow Analysis for Strategic Construction and Demolition Waste Management in Beijing,Journal of Industrial Ecology,Copyright Elsevier,10.1111/j.1530-9290.2010.00245.x,https://doi.org/10.1111/j.1530-9290.2010.00245.x,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2005, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Dwa,4438,NA,2502.815,NA,934.664975,9326410,NA,NA,1305116,0.425,0.492,NA,6937,NULL,NULL
106,China,NA,1950,NA,71,NA,NA,NA,71,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71,steel,NA,residential,NA,NULL,urban,NA,"Wang, Tao; Tian, Xin; Hashimoto, Seiji; Tanikawa, Hiroki",2015,Concrete transformation of buildings in China and implications for the steel cycle,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2015.07.021,https://doi.org/10.1016/j.resconrec.2015.07.021,NULL,NULL,NULL,Study only reported steel data,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2675.65,2651.88,928.400025,934.409975,9326410,546815,NA,1364827,0.118,0.555,757,12002,NULL,NULL
110,China,NA,1950,NA,70,NA,NA,NA,70,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,steel,NA,residential,NA,NULL,rural,NA,"Wang, Tao; Tian, Xin; Hashimoto, Seiji; Tanikawa, Hiroki",2015,Concrete transformation of buildings in China and implications for the steel cycle,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2015.07.021,https://doi.org/10.1016/j.resconrec.2015.07.021,NULL,NULL,NULL,Study only reported steel data,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,NA,3893,2675.65,2651.88,928.400025,934.409975,9326410,546815,NA,1364827,0.118,0.555,757,12002,NULL,NULL
123,Germany,NA,1870,1919,NA,NA,NA,NA,0,47.21238938,NA,NA,47.21238938,68.67256637,NA,NA,68.67256637,639.5132743,334.7787611,NA,NA,974.2920354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.584070796,145.9292035,154.5132743,1244.690265,brick-concrete,4,residential,MFH,NULL,NA,net,"Gruhler, Karin; B・hm, Ruth; Deilmann, Clemens; Schiller, Georg",2002,Stofflich-energetische Geb・udesteckbriefe - Geb・udevergleiche und Hochrechnungen f・r Bebauungsstrukturen,IﾖR Schriften 38,Copyright IﾖR,NA,http://nbn-resolving.de/urn:nbn:de:0168-ssoar-396855,NULL,Recalculated for gross flor area by this table's authors.,"Material categories ""Dachdeckungen"" (roof cover material) and ""Sonst. Stoffe, Sch・ttungen""(Other materials, fillings) summed into Other category..",,"Heating Degree Days: No data before 1948, HDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: No data before 1948, CDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Land area in 1871, Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,Europe,"Cfb,Dfb",5728,NA,3652.455,NA,128.6475075,533211,39231,NA,60547,NA,0.679,2362,3561,NULL,NULL
124,Germany,NA,1870,1919,NA,NA,NA,NA,0,38.87850467,NA,NA,38.87850467,97.19626168,NA,NA,97.19626168,641.4953271,320.7476636,NA,NA,962.2429907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.859813084,131.2149533,136.0747664,1234.392523,brick-concrete,4,residential,MFH,NULL,NA,net,"Gruhler, Karin; B・hm, Ruth; Deilmann, Clemens; Schiller, Georg",2002,Stofflich-energetische Geb・udesteckbriefe - Geb・udevergleiche und Hochrechnungen f・r Bebauungsstrukturen,IﾖR Schriften 38,Copyright IﾖR,NA,http://nbn-resolving.de/urn:nbn:de:0168-ssoar-396855,NULL,Recalculated for gross flor area by this table's authors.,"Material categories ""Dachdeckungen"" (roof cover material) and ""Sonst. Stoffe, Sch・ttungen""(Other materials, fillings) summed into Other category..",,"Heating Degree Days: No data before 1948, HDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: No data before 1948, CDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Land area in 1871, Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,Europe,"Cfb,Dfb",5728,NA,3652.455,NA,128.6475075,533211,39231,NA,60547,NA,0.679,2362,3561,NULL,NULL
125,Germany,NA,1919,1946,NA,NA,NA,25.89559877,25.89559877,15.53735926,NA,NA,15.53735926,616.3152508,NA,NA,616.3152508,150.1944729,300.3889458,NA,NA,450.5834187,NA,NA,5.179119754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.1197544,124.2988742,1232.630502,brick-concrete,4,residential,MFH,NULL,NA,net,"Gruhler, Karin; B・hm, Ruth; Deilmann, Clemens; Schiller, Georg",2002,Stofflich-energetische Geb・udesteckbriefe - Geb・udevergleiche und Hochrechnungen f・r Bebauungsstrukturen,IﾖR Schriften 38,Copyright IﾖR,NA,http://nbn-resolving.de/urn:nbn:de:0168-ssoar-396855,NULL,Recalculated for gross flor area by this table's authors.,"Material categories ""Dachdeckungen"" (roof cover material) and ""Sonst. Stoffe, Sch・ttungen""(Other materials, fillings) summed into Other category..",,"Heating Degree Days: No data before 1948, HDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: No data before 1948, CDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Land area in 1919, Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,Europe,"Cfb,Dfb",5728,NA,3652.455,NA,128.6475075,465954,60547,NA,64678,NA,0.679,3561,3139,NULL,NULL
126,Germany,NA,1945,1966,NA,NA,NA,36.54510557,36.54510557,10.44145873,NA,NA,10.44145873,271.4779271,NA,NA,271.4779271,475.0863724,297.5815739,NA,NA,772.6679463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.220729367,31.3243762,36.54510557,1127.677543,brick-concrete,4,residential,MFH,NULL,NA,net,"Gruhler, Karin; B・hm, Ruth; Deilmann, Clemens; Schiller, Georg",2002,Stofflich-energetische Geb・udesteckbriefe - Geb・udevergleiche und Hochrechnungen f・r Bebauungsstrukturen,IﾖR Schriften 38,Copyright IﾖR,NA,http://nbn-resolving.de/urn:nbn:de:0168-ssoar-396855,NULL,Recalculated for gross flor area by this table's authors.,"Material categories ""Dachdeckungen"" (roof cover material) and ""Sonst. Stoffe, Sch・ttungen""(Other materials, fillings) summed into Other category.."," Construction period assuming ""post1945"" is a 20 year period. ","Heating Degree Days: HDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 1948, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Land area in 1946, Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1965, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,Europe,"Cfb,Dfb",5728,3652.455,3804.74,128.6475075,92.4175025,345110,67000,NA,76206,0.679,0.72,6381,14089,NULL,NULL
131,Germany,NA,1990,2011,NA,NA,NA,67.14285714,67.14285714,10.32967033,NA,NA,10.32967033,542.3076923,NA,NA,542.3076923,377.032967,123.956044,NA,NA,500.989011,NA,NA,5.164835165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.164835165,56.81318681,67.14285714,1187.912088,brick-concrete,3,residential,MFH,NULL,NA,net,"Gruhler, Karin; B・hm, Ruth; Deilmann, Clemens; Schiller, Georg",2002,Stofflich-energetische Geb・udesteckbriefe - Geb・udevergleiche und Hochrechnungen f・r Bebauungsstrukturen,IﾖR Schriften 38,Copyright IﾖR,NA,http://nbn-resolving.de/urn:nbn:de:0168-ssoar-396855,NULL,Recalculated for gross flor area by this table's authors.,"Material categories ""Dachdeckungen"" (roof cover material) and ""Sonst. Stoffe, Sch・ttungen""(Other materials, fillings) summed into Other category..","Construction period assuming ""post1990"" is a 20 year period.","Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Land area in 2017, Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1990, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,Europe,"Cfb,Dfb",5728,3627.84,3576.875,183.875,192.7050025,348672,79380,NA,81482,0.731,0.77,25054,43189,NULL,NULL
138,Grenada,NA,NA,NA,27,NA,NA,NA,27,40,NA,NA,40,1315,NA,45,1360,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1427,concrete,"1,2",residential,"SFH, MFH",NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
139,Grenada,NA,NA,NA,36,NA,NA,NA,36,40,NA,NA,40,1645,NA,159,1804,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1880,concrete,"1,2,3","residential, commercial",NA,NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
